what,kind,bundleId,bundleVersion,description,time
closed,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664865700
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332664867433
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1332664873542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332664876513
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664879445
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332664879561
closed,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664879561
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664880951
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664880973
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1332664883464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1332664885272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1332664888193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1332664890148
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332664892625
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1332664895549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664895818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664896375
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664900161
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664900333
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664900386
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664902807
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1332664915214
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1332664916241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664924110
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664926258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664929904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664945066
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1332664945239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664945283
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.sse.core"".",1332664945318
error,log,,,"Unhandled event loop exception",1332664945411
error,log,,,"Unhandled event loop exception",1332664945423
error,log,,,"Unhandled event loop exception",1332664945439
error,log,,,"Unhandled event loop exception",1332664945458
error,log,,,"Unhandled event loop exception",1332664945488
error,log,,,"Unhandled event loop exception",1332664946663
error,log,,,"Unhandled event loop exception",1332664946679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332664949698
activated,view,com.android.ide.eclipse.ddms,17.0.0.v201203161636-291853,"com.android.ide.eclipse.ddms.views.LogCatView",1332664951598
