what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656301883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656302070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656304503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656308887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656314487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656315907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656317327
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656333223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656334565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656349213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656352037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1332656355500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656362785
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1332656362801
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1332656366482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656366763
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1332656367262
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1332656367278
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1332656367309
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1332656374329
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1332656374329
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.201.R36x_v20110111,"org.eclipse.equinox.p2.touchpoint.natives",1332656374438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656395810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656396091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656399118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656400943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656402955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656403548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656473811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656476057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656490409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656491610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656507772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656510283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656511937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656512015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656512686
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332656512795
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1332656513138
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1332656513154
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1332656513263
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1332656513263
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1332656513263
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1332656513263
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1332656513263
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1332656513263
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1332656513263
stopped,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1332656513263
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1332656513263
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1332656513263
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1332656513279
stopped,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1332656513279
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1332656513778
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1332656513778
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1332656513778
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1332656513778
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1332656513778
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1332656513778
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1332656513778
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1332656513778
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1332656513778
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1332656513778
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1332656513778
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1332657030270
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1332657030271
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1332657030272
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1332657030272
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1332657030272
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1332657030272
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1332657030272
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1332657030272
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1332657030272
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1332657030273
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1332657030273
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1332657030273
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1332657030273
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1332657030277
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1332657030278
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1332657030278
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1332657030278
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1332657030278
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1332657030278
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1332657030278
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1332657030279
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1332657030279
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1332657030279
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1332657030280
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1332657030280
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1332657030280
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1332657030280
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1332657030280
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1332657030281
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1332657030281
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1332657030289
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1332657030289
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1332657030289
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1332657030299
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1332657030299
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1332657030299
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1332657030299
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1332657030299
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1332657030299
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1332657030299
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1332657030299
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1332657030300
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1332657030300
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1332657030300
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1332657030300
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1332657030300
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1332657030300
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1332657030300
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1332657030300
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1332657030300
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1332657030300
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1332657030300
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1332657030300
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1332657030300
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1332657030300
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1332657030300
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1332657030300
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1332657030300
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1332657030300
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1332657030300
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1332657030300
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1332657030300
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1332657030301
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1332657030301
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1332657030301
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1332657030301
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1332657030301
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1332657030301
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1332657030301
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1332657030301
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1332657030301
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332657030301
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1332657030302
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332657030302
os,sysinfo,,,"win32",1332657030305
arch,sysinfo,,,"x86",1332657030305
ws,sysinfo,,,"win32",1332657030305
locale,sysinfo,,,"th_TH",1332657030305
processors,sysinfo,,,"4",1332657030305
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332657030305
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1332657030305
java.specification.name,sysinfo,,,"Java Platform API Specification",1332657030305
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332657030305
java.specification.version,sysinfo,,,"1.6",1332657030305
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332657030305
java.version,sysinfo,,,"1.6.0_24",1332657030305
java.vm.info,sysinfo,,,"mixed mode, sharing",1332657030305
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332657030305
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332657030305
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332657030305
java.vm.specification.version,sysinfo,,,"1.0",1332657030305
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332657030305
java.vm.version,sysinfo,,,"19.1-b02",1332657030305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657031118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657035168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657037807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657043016
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1332657045563
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1332657045576
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1332657045644
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1332657045697
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1332657045736
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1332657045767
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1332657045769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657045957
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1332657240406
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1332657240412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657250894
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1332657250904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657251198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657344147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657356166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657368751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657371765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657405382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657424517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657515112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657515822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657516510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657520222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657545071
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1332657545138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657546571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657548692
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1332657548885
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1332657549385
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1332657549390
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1332657549504
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1332657549504
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1332657549504
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1332657549504
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1332657549506
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1332657549506
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1332657549506
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1332657549506
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1332657549506
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1332657549506
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1332657549946
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1332657549946
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1332657549946
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1332657549946
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1332657549946
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1332657549946
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1332657549971
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1332657549971
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1332657549971
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1332657549971
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1332657549971
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1332657549971
